-0.003438,-0.002327,-0.058824,-0.047863,0.0
0.025121,0.015882,-0.035556,-0.002798,0.0376
-0.033131,-0.011585,0.042468,-0.032773,-0.073837
0.038246,-0.016362,-0.006912,0.050514,0.04457
0.03753,0.01172,-0.01373,0.002856,-0.009309
0.024369,0.008655,0.085656,0.048322,-0.034571
-0.092135,-0.030509,-0.0979,-0.095947,-0.002525
0.001499,0.008871,-0.016248,0.018676,0.038072
0.034206,0.004174,0.037582,0.030038,0.004421
-0.010775,-0.006636,0.00464,-0.026975,0.008461
0.016195,0.004526,-0.044706,-0.024734,4.1e-05
-6.5e-05,-0.01128,0.076726,0.038339,-0.101623
-6.5e-05,0.000176,-0.03202,-0.011371,0.0887
-0.013291,0.002598,-0.005569,7.7e-05,0.0
0.055022,0.040896,0.066249,0.102677,0.0
-0.025403,-0.016492,0.026277,-0.02143,-0.055556
-0.020578,-0.019336,-0.080641,-0.072688,0.055556
-0.02691,-0.011101,-0.027799,-0.018043,0.014745
0.03116,-0.004684,0.00815,0.023561,-0.035926
-0.03181,0.004206,0.031351,-0.037177,-0.029233
0.006195,-0.000299,-0.002531,0.018145,0.050414
-0.033419,0.032742,-0.063417,-0.008581,-0.030303
0.047643,-0.023653,0.04793,0.015467,-0.000947
0.003391,0.026252,0.050343,0.090077,0.03125
-0.008811,-0.027915,-0.028557,-0.102172,0.068966
0.008811,-0.025152,-0.043108,-0.019005,-0.101224
0.0,0.029708,0.049644,0.048994,-0.034409
0.0,0.006286,-0.024085,0.00448,0.084572
-0.037037,-0.003362,-0.016789,-0.060852,-0.026582
0.055499,0.026099,0.025264,0.075855,0.008677
0.010239,-0.030983,-0.03154,0.025887,-0.016958
0.01682,0.056306,0.025225,-0.056636,-0.009197
-0.042244,-0.054565,-0.006397,-0.008592,0.032155
-0.003277,0.045856,0.0,0.027072,-0.023682
0.008345,-0.054876,-0.006356,-0.059717,0.026539
0.026138,0.022134,-0.021363,0.057581,-0.017636
-0.034483,-0.006283,0.034846,-0.004495,0.002065
0.0,-0.017828,-0.022052,-0.009425,0.034312
-0.008,0.013902,0.043064,-0.002424,-0.000741
-6.5e-05,0.005524,-0.068139,-0.022572,-0.044386
0.016195,0.009448,0.033421,0.032881,0.04415
-0.019331,-0.013901,0.002164,-0.016295,-0.032598
-0.015225,-0.02257,0.011126,-0.069243,-0.010877
0.017855,0.016639,-0.020044,0.111633,0.016854
0.025862,0.012871,-0.015946,-0.07153,-0.008857
0.009621,0.032126,0.052481,-0.001278,0.08986
-0.024153,-0.034925,-0.023202,0.035471,-0.097625
-0.019175,-0.000146,0.013605,0.053318,0.051705
0.024761,-0.016506,-0.035976,-0.068829,-0.018272
-0.016621,0.048063,0.052119,-0.017447,0.016522
0.034702,-0.02897,-0.07197,0.007231,-0.146107
-0.03083,0.013839,0.066004,0.042518,0.135462
0.038887,-0.020825,0.03554,-0.027155,0.010645
-0.059816,-0.024105,-0.071322,-0.02618,-0.097849
-0.000659,-0.050203,-0.026462,0.04365,0.064516
0.00867,0.074846,0.025129,-0.017027,0.011494
0.008433,0.013648,-0.006404,-0.04378,-0.011494
-0.010543,-0.048332,-0.02948,0.067534,-0.033333
0.077359,0.048637,0.063335,0.079306,0.033333
-0.121328,-0.103668,-0.086044,-0.156572,0.034483
0.060324,0.105761,0.071926,0.069683,-0.012261
-0.065246,0.00384,0.0,-0.029851,-0.053472
0.036656,0.002125,0.0,0.074836,0.047508
0.064369,-0.022864,0.0475,-0.032582,-0.016258
0.217298,0.095252,0.117178,0.111692,0.015744
-0.255333,-0.102041,-0.16058,-0.146773,0.005089
-0.080033,0.006926,-0.054705,-0.015606,0.023402
0.15944,0.037523,0.15082,0.118422,-0.030265
-0.024419,-0.035254,-0.082771,-0.054048,-0.020859
-0.06411,-0.015745,-0.040299,-0.059422,0.027923
-0.001545,0.011033,0.022857,0.017572,-0.034768
0.016,0.011882,0.048733,0.045372,-0.07198
-0.016854,0.011564,-0.067934,-0.024512,0.148214
-0.010289,-0.002552,0.024915,-0.059489,-0.091912
0.082943,0.004086,0.05868,0.111518,0.036927
-0.051628,-0.021953,-0.068398,-0.056732,-0.013109
0.038236,-0.016576,-0.068329,-0.077941,-0.002282
-0.058156,-0.014784,0.035296,0.069646,0.035165
-0.034919,0.008967,-0.078348,-0.035366,-0.031153
0.045049,0.022354,0.129878,0.035258,0.003864
0.005618,0.026924,-0.014493,0.002689,-0.030303
-0.008571,0.018499,0.028509,0.022594,-0.000947
-0.018807,-0.048185,-0.043434,-0.066783,-0.001008
0.008119,-0.028559,-0.011049,0.04234,0.082391
0.013217,0.035505,0.014122,0.008652,-0.050133
0.044504,0.02414,0.120147,0.104106,0.047486
-0.084388,-0.059645,-0.133243,-0.157145,-0.092819
0.016423,0.045084,0.037741,0.075837,0.045333
-0.010497,-0.023935,-0.046477,-0.060851,-0.031742
0.046667,0.012673,0.038768,0.037558,0.037162
0.004771,-0.015113,-0.026543,0.019863,-0.02142
-0.03244,0.014336,0.01488,-0.043859,0.016
0.030903,-0.017296,-0.019911,-0.029632,0.01626
-0.039313,-0.007504,-0.009791,0.049957,-0.03226
0.032779,0.026441,0.045693,0.00014,0.02142
0.016633,0.044481,0.013471,0.046353,-0.037678
0.001242,-0.08787,-0.065389,-0.083113,0.057325
-0.042042,0.047041,0.014469,0.020684,-0.049521
